Device,Run,SampleIndex,Timestamp_us,ADC_Value,Avg_Time_us
Master,1,591,2706.78,1719,4.58
Master,1,592,2711.36,1731,4.58
Master,1,593,2715.94,1726,4.58
Master,1,594,2720.52,1708,4.58
Master,1,595,2725.1,1695,4.58
Master,1,596,2729.68,1678,4.58
Master,1,597,2734.26,1688,4.58
Master,1,598,2738.84,1671,4.58
Master,1,599,2743.42,1679,4.58
Master,1,600,2748.0,1692,4.58
Master,1,601,2752.58,1681,4.58
Master,1,602,2757.16,1699,4.58
Master,1,603,2761.7400000000002,1687,4.58
Master,1,604,2766.32,1692,4.58
Master,1,605,2770.9,1704,4.58
Master,1,606,2775.48,1689,4.58
Master,1,607,2780.06,1695,4.58
Master,1,608,2784.64,1671,4.58
Master,1,609,2789.2200000000003,1658,4.58
Master,1,610,2793.8,1626,4.58
Master,1,611,2798.38,1606,4.58
Master,1,612,2802.96,1612,4.58
Master,1,613,2807.54,1606,4.58
Master,1,614,2812.12,1620,4.58
Master,1,615,2816.7,1628,4.58
Master,1,616,2821.28,1628,4.58
Master,1,617,2825.86,1641,4.58
Master,1,618,2830.44,1640,4.58
Master,1,619,2835.02,1647,4.58
Master,1,620,2839.6,1655,4.58
Master,1,621,2844.18,1639,4.58
Master,1,622,2848.76,1639,4.58
Master,1,623,2853.34,1638,4.58
Master,1,624,2857.92,1620,4.58
Master,1,625,2862.5,1601,4.58
Master,1,626,2867.08,1603,4.58
Master,1,627,2871.66,1612,4.58
Master,1,628,2876.2400000000002,1608,4.58
Master,1,629,2880.82,1623,4.58
Master,1,630,2885.4,1635,4.58
Master,1,631,2889.98,1630,4.58
Master,1,632,2894.56,1656,4.58
Master,1,633,2899.14,1651,4.58
Master,1,634,2903.7200000000003,1667,4.58
Master,1,635,2908.3,1671,4.58
Master,1,636,2912.88,1668,4.58
Master,1,637,2917.46,1673,4.58
Master,1,638,2922.04,1655,4.58
Master,1,639,2926.62,1647,4.58
Master,1,640,2931.2,1640,4.58
Master,1,641,2935.78,1635,4.58
Master,1,642,2940.36,1615,4.58
Master,1,643,2944.94,1608,4.58
Master,1,644,2949.52,1616,4.58
Master,1,645,2954.1,1607,4.58
Master,1,646,2958.68,1616,4.58
Master,1,647,2963.26,1623,4.58
Master,1,648,2967.84,1614,4.58
Master,1,649,2972.42,1624,4.58
Master,1,650,2977.0,1623,4.58
Master,1,651,2981.58,1615,4.58
Master,1,652,2986.16,1620,4.58
Master,1,653,2990.7400000000002,1593,4.58
Master,1,654,2995.32,1559,4.58
Master,1,655,2999.9,1535,4.58
Master,1,656,3004.48,1524,4.58
Master,1,657,3009.06,1540,4.58
Master,1,658,3013.64,1531,4.58
Master,1,659,3018.2200000000003,1543,4.58
Master,1,660,3022.8,1550,4.58
Master,1,661,3027.38,1553,4.58
Master,1,662,3031.96,1569,4.58
Master,1,663,3036.54,1566,4.58
Master,1,664,3041.12,1576,4.58
Master,1,665,3045.7000000000003,1587,4.58
Master,1,666,3050.28,1575,4.58
Master,1,667,3054.86,1582,4.58
Master,1,668,3059.44,1585,4.58
Master,1,669,3064.02,1555,4.58
Master,1,670,3068.6,1551,4.58
Master,1,671,3073.18,1564,4.58
Master,1,672,3077.76,1569,4.58
Master,1,673,3082.34,1565,4.58
Master,1,674,3086.92,1580,4.58
Master,1,675,3091.5,1576,4.58
Master,1,676,3096.08,1592,4.58
Master,1,677,3100.66,1607,4.58
Master,1,678,3105.2400000000002,1598,4.58
Master,1,679,3109.82,1616,4.58
Master,1,680,3114.4,1619,4.58
Master,1,681,3118.98,1615,4.58
Master,1,682,3123.56,1628,4.58
Master,1,683,3128.14,1608,4.58
Master,1,684,3132.7200000000003,1607,4.58
Master,1,685,3137.3,1598,4.58
Master,1,686,3141.88,1584,4.58
Master,1,687,3146.46,1560,4.58
Master,1,688,3151.04,1559,4.58
Master,1,689,3155.62,1567,4.58
Master,1,690,3160.2000000000003,1551,4.58
Master,1,691,3164.78,1568,4.58
Master,1,692,3169.36,1569,4.58
Master,1,693,3173.94,1569,4.58
Master,1,694,3178.52,1575,4.58
Master,1,695,3183.1,1560,4.58
Master,1,696,3187.68,1568,4.58
Master,1,697,3192.26,1559,4.58
Master,1,698,3196.84,1524,4.58
Master,1,699,3201.42,1488,4.58
Master,1,700,3206.0,1459,4.58
Master,1,701,3210.58,1463,4.58
Master,1,702,3215.16,1468,4.58
Master,1,703,3219.7400000000002,1469,4.58
Master,1,704,3224.32,1489,4.58
Master,1,705,3228.9,1487,4.58
Master,1,706,3233.48,1502,4.58
Master,1,707,3238.06,1520,4.58
Master,1,708,3242.64,1515,4.58
Master,1,709,3247.2200000000003,1534,4.58
Master,1,710,3251.8,1534,4.58
Master,1,711,3256.38,1536,4.58
Master,1,712,3260.96,1539,4.58
Master,1,713,3265.54,1543,4.58
Master,1,714,3270.12,1524,4.58
Master,1,715,3274.7000000000003,1529,4.58
Master,1,716,3279.28,1539,4.58
Master,1,717,3283.86,1527,4.58
Master,1,718,3288.44,1532,4.58
Master,1,719,3293.02,1552,4.58
Master,1,720,3297.6,1552,4.58
Master,1,721,3302.18,1566,4.58
Master,1,722,3306.76,1564,4.58
Master,1,723,3311.34,1571,4.58
Master,1,724,3315.92,1591,4.58
Master,1,725,3320.5,1577,4.58
Master,1,726,3325.08,1587,4.58
Master,1,727,3329.66,1591,4.58
Master,1,728,3334.2400000000002,1567,4.58
Master,1,729,3338.82,1564,4.58
Master,1,730,3343.4,1555,4.58
Master,1,731,3347.98,1547,4.58
Master,1,732,3352.56,1519,4.58
Master,1,733,3357.14,1518,4.58
Master,1,734,3361.7200000000003,1528,4.58
Master,1,735,3366.3,1520,4.58
Master,1,736,3370.88,1527,4.58
Master,1,737,3375.46,1528,4.58
Master,1,738,3380.04,1528,4.58
Master,1,739,3384.62,1535,4.58
Master,1,740,3389.2000000000003,1518,4.58
Master,1,741,3393.78,1513,4.58
Master,1,742,3398.36,1505,4.58
Master,1,743,3402.94,1479,4.58
Master,1,744,3407.52,1463,4.58
Master,1,745,3412.1,1448,4.58
Master,1,746,3416.68,1459,4.58
Master,1,747,3421.26,1463,4.58
Master,1,748,3425.84,1466,4.58
Master,1,749,3430.42,1482,4.58
Master,1,750,3435.0,1481,4.58
Master,1,751,3439.58,1497,4.58
Master,1,752,3444.16,1507,4.58
Master,1,753,3448.7400000000002,1503,4.58
Master,1,754,3453.32,1518,4.58
Master,1,755,3457.9,1513,4.58
Master,1,756,3462.48,1521,4.58
Master,1,757,3467.06,1527,4.58
Master,1,758,3471.64,1508,4.58
Master,1,759,3476.2200000000003,1501,4.58
Master,1,760,3480.8,1511,4.58
Master,1,761,3485.38,1518,4.58
Master,1,762,3489.96,1512,4.58
Master,1,763,3494.54,1523,4.58
Master,1,764,3499.12,1527,4.58
Master,1,765,3503.7000000000003,1526,4.58
Master,1,766,3508.28,1544,4.58
Master,1,767,3512.86,1536,4.58
Master,1,768,3517.44,1547,4.58
Master,1,769,3522.02,1551,4.58
Master,1,770,3526.6,1540,4.58
Master,1,771,3531.18,1553,4.58
Master,1,772,3535.76,1535,4.58
Master,1,773,3540.34,1520,4.58
Master,1,774,3544.92,1505,4.58
Master,1,775,3549.5,1470,4.58
Master,1,776,3554.08,1460,4.58
Master,1,777,3558.66,1436,4.58
Master,1,778,3563.2400000000002,1443,4.58
Master,1,779,3567.82,1451,4.58
Master,1,780,3572.4,1438,4.58
Master,1,781,3576.98,1454,4.58
Master,1,782,3581.56,1448,4.58
Master,1,783,3586.14,1447,4.58
Master,1,784,3590.7200000000003,1454,4.58
Master,1,785,3595.3,1428,4.58
Master,1,786,3599.88,1420,4.58
Master,1,787,3604.46,1411,4.58
Master,1,788,3609.04,1407,4.58
Master,1,789,3613.62,1391,4.58
Master,1,790,3618.2000000000003,1390,4.58
Master,1,791,3622.78,1407,4.58
Master,1,792,3627.36,1403,4.58
Master,1,793,3631.94,1415,4.58
Master,1,794,3636.52,1436,4.58
Master,1,795,3641.1,1433,4.58
Master,1,796,3645.68,1447,4.58
Master,1,797,3650.26,1451,4.58
Master,1,798,3654.84,1456,4.58
Master,1,799,3659.42,1473,4.58
Master,1,800,3664.0,1463,4.58
Master,1,801,3668.58,1464,4.58
Master,1,802,3673.16,1470,4.58
Master,1,803,3677.7400000000002,1457,4.58
Master,1,804,3682.32,1447,4.58
Master,1,805,3686.9,1460,4.58
Master,1,806,3691.48,1456,4.58
Master,1,807,3696.06,1451,4.58
Master,1,808,3700.64,1463,4.58
Master,1,809,3705.2200000000003,1454,4.58
Master,1,810,3709.8,1465,4.58
Master,1,811,3714.38,1475,4.58
Master,1,812,3718.96,1466,4.58
Master,1,813,3723.54,1470,4.58
Master,1,814,3728.12,1475,4.58
Master,1,815,3732.7000000000003,1472,4.58
Master,1,816,3737.28,1471,4.58
Master,1,817,3741.86,1438,4.58
Master,1,818,3746.44,1428,4.58
Master,1,819,3751.02,1383,4.58
Master,1,820,3755.6,1376,4.58
Master,1,821,3760.18,1368,4.58
Master,1,822,3764.76,1360,4.58
Master,1,823,3769.34,1372,4.58
Master,1,824,3773.92,1369,4.58
Master,1,825,3778.5,1373,4.58
Master,1,826,3783.08,1385,4.58
Master,1,827,3787.66,1377,4.58
Master,1,828,3792.2400000000002,1384,4.58
Master,1,829,3796.82,1387,4.58
Master,1,830,3801.4,1363,4.58
Master,1,831,3805.98,1363,4.58
Master,1,832,3810.56,1363,4.58
Master,1,833,3815.14,1359,4.58
Master,1,834,3819.7200000000003,1342,4.58
Master,1,835,3824.3,1351,4.58
Master,1,836,3828.88,1359,4.58
Master,1,837,3833.46,1358,4.58
Master,1,838,3838.04,1374,4.58
Master,1,839,3842.62,1383,4.58
Master,1,840,3847.2000000000003,1393,4.58
Master,1,841,3851.78,1410,4.58
Master,1,842,3856.36,1404,4.58
Master,1,843,3860.94,1417,4.58
Master,1,844,3865.52,1423,4.58
Master,1,845,3870.1,1412,4.58
Master,1,846,3874.68,1424,4.58
Master,1,847,3879.26,1424,4.58
Master,1,848,3883.84,1407,4.58
Master,1,849,3888.42,1404,4.58
Master,1,850,3893.0,1408,4.58
Master,1,851,3897.58,1395,4.58
Master,1,852,3902.16,1399,4.58
Master,1,853,3906.7400000000002,1406,4.58
Master,1,854,3911.32,1400,4.58
Master,1,855,3915.9,1411,4.58
Master,1,856,3920.48,1415,4.58
Master,1,857,3925.06,1404,4.58
Master,1,858,3929.64,1417,4.58
Master,1,859,3934.2200000000003,1401,4.58
Master,1,860,3938.8,1399,4.58
Master,1,861,3943.38,1391,4.58
Master,1,862,3947.96,1368,4.58
Master,1,863,3952.54,1345,4.58
Master,1,864,3957.12,1315,4.58
Master,1,865,3961.7000000000003,1300,4.58
Master,1,866,3966.28,1304,4.58
Master,1,867,3970.86,1291,4.58
Master,1,868,3975.44,1307,4.58
Master,1,869,3980.02,1304,4.58
Master,1,870,3984.6,1308,4.58
Master,1,871,3989.18,1319,4.58
Master,1,872,3993.76,1313,4.58
Master,1,873,3998.34,1324,4.58
Master,1,874,4002.92,1329,4.58
Master,1,875,4007.5,1312,4.58
Master,1,876,4012.08,1308,4.58
Master,1,877,4016.66,1310,4.58
Master,1,878,4021.2400000000002,1299,4.58
Master,1,879,4025.82,1291,4.58
Master,1,880,4030.4,1304,4.58
Master,1,881,4034.98,1305,4.58
Master,1,882,4039.56,1312,4.58
Master,1,883,4044.14,1327,4.58
Master,1,884,4048.7200000000003,1326,4.58
Master,1,885,4053.3,1337,4.58
Master,1,886,4057.88,1360,4.58
Master,1,887,4062.46,1351,4.58
Master,1,888,4067.04,1366,4.58
Master,1,889,4071.62,1364,4.58
Master,1,890,4076.2000000000003,1363,4.58
Master,1,891,4080.78,1379,4.58
Master,1,892,4085.36,1364,4.58
Master,1,893,4089.94,1360,4.58
Master,1,894,4094.52,1359,4.58
Master,1,895,4099.1,1336,4.58
Master,1,896,4103.68,1336,4.58
Master,1,897,4108.26,1341,4.58
Master,1,898,4112.84,1339,4.58
Master,1,899,4117.42,1334,4.58
Master,1,900,4122.0,1340,4.58
Master,1,901,4126.58,1331,4.58
Master,1,902,4131.16,1339,4.58
Master,1,903,4135.74,1340,4.58
Master,1,904,4140.32,1328,4.58
Master,1,905,4144.9,1331,4.58
Master,1,906,4149.4800000000005,1311,4.58
Master,1,907,4154.06,1295,4.58
Master,1,908,4158.64,1276,4.58
Master,1,909,4163.22,1252,4.58
Master,1,910,4167.8,1254,4.58
Master,1,911,4172.38,1247,4.58
Master,1,912,4176.96,1243,4.58
Master,1,913,4181.54,1255,4.58
Master,1,914,4186.12,1250,4.58
Master,1,915,4190.7,1256,4.58
Master,1,916,4195.28,1272,4.58
Master,1,917,4199.86,1263,4.58
Master,1,918,4204.4400000000005,1271,4.58
Master,1,919,4209.02,1272,4.58
Master,1,920,4213.6,1260,4.58
Master,1,921,4218.18,1267,4.58
Master,1,922,4222.76,1271,4.58
Master,1,923,4227.34,1258,4.58
Master,1,924,4231.92,1265,4.58
Master,1,925,4236.5,1275,4.58
Master,1,926,4241.08,1262,4.58
Master,1,927,4245.66,1280,4.58
Master,1,928,4250.24,1297,4.58
Master,1,929,4254.82,1295,4.58
Master,1,930,4259.4,1314,4.58
Master,1,931,4263.9800000000005,1310,4.58
Master,1,932,4268.56,1324,4.58
Master,1,933,4273.14,1335,4.58
Master,1,934,4277.72,1327,4.58
Master,1,935,4282.3,1334,4.58
Master,1,936,4286.88,1336,4.58
Master,1,937,4291.46,1328,4.58
Master,1,938,4296.04,1323,4.58
Master,1,939,4300.62,1310,4.58
Master,1,940,4305.2,1289,4.58
Master,1,941,4309.78,1283,4.58
Master,1,942,4314.36,1286,4.58
Master,1,943,4318.9400000000005,1272,4.58
Master,1,944,4323.52,1275,4.58
Master,1,945,4328.1,1279,4.58
Master,1,946,4332.68,1263,4.58
Master,1,947,4337.26,1272,4.58
Master,1,948,4341.84,1264,4.58
Master,1,949,4346.42,1253,4.58
Master,1,950,4351.0,1242,4.58
Master,1,951,4355.58,1219,4.58
Master,1,952,4360.16,1195,4.58
Master,1,953,4364.74,1191,4.58
Master,1,954,4369.32,1174,4.58
Master,1,955,4373.9,1180,4.58
Master,1,956,4378.4800000000005,1176,4.58
Master,1,957,4383.06,1185,4.58
Master,1,958,4387.64,1199,4.58
Master,1,959,4392.22,1194,4.58
Master,1,960,4396.8,1212,4.58
Master,1,961,4401.38,1223,4.58
Master,1,962,4405.96,1223,4.58
Master,1,963,4410.54,1240,4.58
Master,1,964,4415.12,1241,4.58
Master,1,965,4419.7,1239,4.58
Master,1,966,4424.28,1246,4.58
Master,1,967,4428.86,1241,4.58
Master,1,968,4433.4400000000005,1239,4.58
Master,1,969,4438.02,1255,4.58
Master,1,970,4442.6,1246,4.58
Master,1,971,4447.18,1256,4.58
Master,1,972,4451.76,1273,4.58
Master,1,973,4456.34,1267,4.58
Master,1,974,4460.92,1276,4.58
Master,1,975,4465.5,1296,4.58
Master,1,976,4470.08,1291,4.58
Master,1,977,4474.66,1307,4.58
Master,1,978,4479.24,1310,4.58
Master,1,979,4483.82,1308,4.58
Master,1,980,4488.4,1320,4.58
Master,1,981,4492.9800000000005,1303,4.58
Master,1,982,4497.56,1303,4.58
Master,1,983,4502.14,1292,4.58
Master,1,984,4506.72,1272,4.58
Master,1,985,4511.3,1259,4.58
Master,1,986,4515.88,1251,4.58
Master,1,987,4520.46,1246,4.58
Master,1,988,4525.04,1235,4.58
Master,1,989,4529.62,1235,4.58
Master,1,990,4534.2,1230,4.58
Master,1,991,4538.78,1214,4.58
Master,1,992,4543.36,1223,4.58
Master,1,993,4547.9400000000005,1199,4.58
Master,1,994,4552.52,1183,4.58
Master,1,995,4557.1,1169,4.58
Master,1,996,4561.68,1151,4.58
Master,1,997,4566.26,1143,4.58
Master,1,998,4570.84,1135,4.58
Master,1,999,4575.42,1136,4.58
Master,1,1000,4580.0,1151,4.58
Master,1,1001,4584.58,1151,4.58
Master,1,1002,4589.16,1166,4.58
Master,1,1003,4593.74,1178,4.58
Master,1,1004,4598.32,1176,4.58
Master,1,1005,4602.9,1201,4.58
Master,1,1006,4607.4800000000005,1199,4.58
Master,1,1007,4612.06,1199,4.58
Master,1,1008,4616.64,1217,4.58
Master,1,1009,4621.22,1217,4.58
Master,1,1010,4625.8,1223,4.58
Master,1,1011,4630.38,1236,4.58
Master,1,1012,4634.96,1224,4.58
Master,1,1013,4639.54,1227,4.58
Master,1,1014,4644.12,1239,4.58
Master,1,1015,4648.7,1228,4.58
Master,1,1016,4653.28,1244,4.58
Master,1,1017,4657.86,1257,4.58
Master,1,1018,4662.4400000000005,1251,4.58
Master,1,1019,4667.02,1263,4.58
Master,1,1020,4671.6,1273,4.58
Master,1,1021,4676.18,1273,4.58
Master,1,1022,4680.76,1286,4.58
